,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,300466,赛摩电气,0.16,,,4.02,0.06,961.82,,,08-29
1,603838,四通股份,0.25,,,7.46,,2530.91,,,08-28
2,603199,九华旅游,0.42,,,7.13,,3493.18,,,08-28
3,603997,继峰股份,0.27,,,14.13,,9841.52,,,08-28
4,603311,金海环境,0.19,,,11.48,,3056.19,,,08-28
5,300467,迅游科技,1.02,,,30.68,0.83,3057.15,,,08-28
6,603066,音飞储存,0.25,,,5.42,,1873.86,,,08-28
7,002770,科迪乳业,0.22,,,8.28,,4502.46,,,08-28
8,002772,众兴菌业,0.31,,,8.18,,3475.26,,,08-28
9,002728,特一药业,0.63,,,13.04,,4730.24,,,08-28
10,002746,仙坛股份,0.11,,,1.72,,1317.33,,,08-27
11,300481,濮阳惠成,0.44,,,12.2,0.22,2618.19,,,08-27
12,002748,世龙实业,0.64,,,11.3,,5781.03,,,08-27
13,002773,康弘药业,0.22,,,6.14,,8630.4,,,08-27
14,300485,赛升药业,1.11,,,18.36,0.96,9949.08,,,08-27
15,002749,国光股份,1.75,,,29.34,,10522.84,,,08-27
16,603599,广信股份,0.6,,,6.68,,8517.73,,,08-26
17,002762,金发拉比,0.77,,,12.15,,3931.97,,,08-26
18,300465,高伟达,0.17,,,5.61,-1.36,1671.37,,,08-26
19,603015,弘讯科技,0.37,,,10.48,,5476.34,,,08-26
20,603021,山东华鹏,0.37,,,6.33,,2953.1,,,08-26
21,002761,多喜爱,0.18,,,4.41,,1642.57,,,08-26
22,002745,木林森,0.63,,,21.61,,25070.83,,,08-26
23,002755,东方新星,0.2,,,4.9,,1516.35,,,08-26
24,300461,田中精机,0.25,,,13.83,0.61,1252.44,,,08-26
25,300437,清水源,0.35,,,8.13,0.63,1741.91,,,08-26
26,300452,山河药辅,0.57,,,12.63,0.52,1979.69,,,08-26
27,603300,华铁科技,0.26,,,7.05,,3929.62,,,08-26
28,603589,口子窖,0.32,,,8.56,,17243.63,,,08-26
29,603020,爱普股份,0.73,,,11.14,,8770.49,,,08-26
30,300447,全信股份,0.45,,,10.19,0.3,2722.17,,,08-26
31,603355,莱克电气,0.49,,,14.12,,17704.44,,,08-26
32,002743,富煌钢构,0.23,,,4.07,,2107.04,,,08-26
33,300448,浩云科技,0.12,,,3.61,-1.1,705.1,,,08-26
34,603227,雪峰科技,0.1,,,3.12,,2519.72,,,08-26
35,300486,东杰智能,0.27,,,8.18,-0.51,2804.53,,,08-26
36,300419,浩丰科技,0.79,,,11.89,-0.24,2443.18,,,08-26
37,002752,昇兴股份,0.1,,,4.19,,3628.23,,,08-26
38,002763,汇洁股份,0.59,,,14.35,,9516.46,,,08-26
39,300456,耐威科技,0.24,,,6.86,-0.19,1535.09,,,08-26
40,002776,柏堡龙,0.7,,,17.01,,5531.51,,,08-25
41,300462,华铭智能,0.56,,,12.68,0.65,2912.66,,,08-25
42,300482,万孚生物,0.78,,,20.25,0.71,5142.05,,,08-25
43,300451,创业软件,0.14,,,2.35,-1.49,724.97,,,08-25
44,603223,恒通股份,0.22,,,6.39,,1988.87,,,08-25
45,300469,信息发展,-0.28,,,-11.92,-2.15,-1395.86,,,08-25
46,300478,杭州高新,0.37,,,8.76,0.21,1837.85,,,08-25
47,300415,伊之密,0.48,,,13.26,0.43,4325.29,,,08-25
48,300441,鲍斯股份,0.38,,,10.57,0.52,2422.9,,,08-25
49,603085,天成自控,0.2,,,7.74,,1504.02,,,08-25
50,300442,普丽盛,0.55,,,9.62,0.01,4125.16,,,08-25
